post_title,ID,post_excerpt,sku,stock,regular_price,sale_price,width,stock_status,images,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:op_product_notes,tax:styler_product_brands,attribute:pa_color,attribute_data:pa_color,attribute:pa_pattern,attribute_data:pa_pattern,attribute:pa_sizes,attribute_data:pa_sizes
"Sữa Milo Hộp 180ml",6660,,MLH180,,347000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Milo-Hop-180ml3.jpg ! alt :  ! title : Sữa Milo Hộp 180ml3 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Milo-Hop-180ml.webp ! alt :  ! title : Sữa Milo Hộp 180ml ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Milo-Hop-180ml2.jpg ! alt :  ! title : Sữa Milo Hộp 180ml2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Milo-Hop-180ml1.jpg ! alt :  ! title : Sữa Milo Hộp 180ml1 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Su Su Lọ 80ml - Cam",6661,,SSC80,,166000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-cam.webp ! alt :  ! title : Sữa Su Su Lọ 80ml - cam ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-cam1.jpg ! alt :  ! title : Sữa Su Su Lọ 80ml - cam1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-cam2.jpg ! alt :  ! title : Sữa Su Su Lọ 80ml - cam2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-cam33.jpg ! alt :  ! title : Sữa Su Su Lọ 80ml - cam33 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Su Su Lọ 80ml - Dâu",6662,,SSD80,,166000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-dau.webp ! alt :  ! title : Sữa Su Su Lọ 80ml - dâu ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-dau3.jpg ! alt :  ! title : Sữa Su Su Lọ 80ml - dâu3 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-dau2.jpg ! alt :  ! title : Sữa Su Su Lọ 80ml - dâu2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-dau1.webp ! alt :  ! title : Sữa Su Su Lọ 80ml - dâu1 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Su Su Lọ 80ml - Táo",6663,,SST80,,166000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-Tao.jpg ! alt :  ! title : Sữa Su Su Lọ 80ml - Táo ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-Tao1.webp ! alt :  ! title : Sữa Su Su Lọ 80ml - Táo1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Su-Su-Lo-80ml-Tao2.webp ! alt :  ! title : Sữa Su Su Lọ 80ml - Táo2 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Vinamilk Bịch 220ml - Có Đường",6664,,VBĐ220,,322000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/vnm-bich-duong-x48x2203.webp ! alt :  ! title : vnm bịch đường x48x2203 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Bich-Duong-x48x220ML.jpg ! alt :  ! title : VNM Bịch Đường x48x220ML ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/vnm-bich-duong-x48x2202.png ! alt :  ! title : vnm bịch đường x48x2202 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Vinamilk Bịch 220ml - Không Đường",6665,,VBKĐ220,,322000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Bich-K-Duong-x48x220ML2.jpg ! alt :  ! title : VNM Bịch K Đường x48x220ML2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Bich-K-Duong-x48x220ML1.jpg ! alt :  ! title : VNM Bịch K Đường x48x220ML1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Bich-K-Duong-x48x220ML.jpg ! alt :  ! title : VNM Bịch K Đường x48x220ML ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Vinamilk Hộp 1L - Có Đường",6666,,VH1LĐ,,374000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-1L-Co-Duong2.jpg ! alt :  ! title : Sữa Vinamilk Hộp 1L - Có Đường2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-1L-Co-Duong1.webp ! alt :  ! title : Sữa Vinamilk Hộp 1L - Có Đường1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-1L-Co-Duong-3.jpg ! alt :  ! title : Sữa Vinamilk Hộp 1L - Có Đường ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Vinamilk Hộp 1L - Không Đường",6667,,VH1LKĐ,,374000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-1L-Khong-Duong.webp ! alt :  ! title : Sữa Vinamilk Hộp 1L - Không Đường ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-1L-Khong-Duong1.jpg ! alt :  ! title : Sữa Vinamilk Hộp 1L - Không Đường1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-1L-Khong-Duong2.webp ! alt :  ! title : Sữa Vinamilk Hộp 1L - Không Đường2 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Vinamilk Hộp 110ml - Có Đường",6668,,VHĐ110,,222000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Hop-Duong-nho-48x110ml-1.png ! alt :  ! title : VNM Hộp Đường nhỏ 48x110ml ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-110ml-Co-Duong1.jpg ! alt :  ! title : Sữa Vinamilk Hộp 110ml - Có Đường1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Vinamilk-Hop-110ml-Co-Duong3.jpg ! alt :  ! title : Sữa Vinamilk Hộp 110ml - Có Đường3 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Hop-Duong-nho-48x110ml1-1.webp ! alt :  ! title : VNM Hộp Đường nhỏ 48x110ml1 ! desc :  ! caption : ",simple,featured,Uncategorized,,,,,,,,,,
"Sữa Vinamilk Hộp 180ml - Có Đường",6669,,VHĐ180,,343000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Hop-Duong-nho-48x110ml.png ! alt :  ! title : VNM Hộp Đường nhỏ 48x110ml ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-Hop-Duong-nho-48x110ml1.webp ! alt :  ! title : VNM Hộp Đường nhỏ 48x110ml1 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Đặc Sao Giấy - Nhỏ ( 24 Hộp x 380G )",6670,,VPNG380,,458000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/VNM-sua-dac-phuong-nam-380g.jpg ! alt :  ! title : VNM sữa đặc phương nam 380g ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-sua-dac-phuong-nam-380g2.jpg ! alt :  ! title : VNM sữa đặc phương nam 380g2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-sua-dac-phuong-nam-380g1.jpg ! alt :  ! title : VNM sữa đặc phương nam 380g1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/VNM-sua-dac-phuong-nam-380g3.webp ! alt :  ! title : VNM sữa đặc phương nam 380g3 ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Đặc Sao Giấy - Lớn ( 12 Hộp x 1.284kg )",6671,,VPNK1284,,733000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sao-PN-Ki.jpg ! alt :  ! title : Sao PN Kí ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Dac-Sao-Giay-kg2.webp ! alt :  ! title : Sữa Đặc Sao Giấy kg2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Dac-Sao-Giay-kg1.webp ! alt :  ! title : Sữa Đặc Sao Giấy kg1 ! desc :  ! caption : ",simple,featured,Uncategorized,,,,,,,,,,
"Sữa Yomost Cam 170ml",6672,,YMC170,,321000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Cam-170ml2.jpg ! alt :  ! title : Sữa Yomost Cam 170ml2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Cam-170ml3.jpg ! alt :  ! title : Sữa Yomost Cam 170ml3 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Cam-170ml1.webp ! alt :  ! title : Sữa Yomost Cam 170ml1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Cam-170ml.jpg ! alt :  ! title : Sữa Yomost Cam 170ml ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa Yomost Dâu 170ml",6673,,YMD170,,321000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Dau-170ml2.webp ! alt :  ! title : Sữa Yomost Dâu 170ml2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Dau-170ml3.jpg ! alt :  ! title : Sữa Yomost Dâu 170ml3 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Dau-170ml1.webp ! alt :  ! title : Sữa Yomost Dâu 170ml1 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-Yomost-Dau-170ml.jpg ! alt :  ! title : Sữa Yomost Dâu 170ml ! desc :  ! caption : ",simple,,Uncategorized,,,,,,,,,,
"Sữa KUN Socola Lúa Mạch 180mlx48",7228,,SKHS,,310000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Socola-Lua-Mach-180mlx481.jpg ! alt :  ! title : Sữa KUN Socola Lúa Mạch 180mlx481 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Socola-Lua-Mach-180mlx482.webp ! alt :  ! title : Sữa KUN Socola Lúa Mạch 180mlx482 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Socola-Lua-Mach-180mlx483.jpg ! alt :  ! title : Sữa KUN Socola Lúa Mạch 180mlx483 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Socola-Lua-Mach-180mlx48.jpg ! alt :  ! title : Sữa KUN Socola Lúa Mạch 180mlx48 ! desc :  ! caption : ",simple,,Uncategorized,"Sữa KUN Socola Lúa Mạch 180mlx48",,,,,,,,,
"Sữa KUN Dâu 180mlx48",7235,,SKHD,,310000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-dau-180mlx48.jpg ! alt :  ! title : Sữa KUN dâu 180mlx48 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-dau-180mlx482.jpg ! alt :  ! title : Sữa KUN dâu 180mlx482 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-dau-180mlx483.jpg ! alt :  ! title : Sữa KUN dâu 180mlx483 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-dau-180mlx484.jpg ! alt :  ! title : Sữa KUN dâu 180mlx484 ! desc :  ! caption : ",simple,featured,Uncategorized,"Sữa KUN Socola Lúa Mạch 180mlx48",,,,,,,,,
"Sữa KUN Cam 180mlx48",7242,,SKHC,,310000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Cam-180mlx48.jpg ! alt :  ! title : Sữa KUN Cam 180mlx48 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Cam-180mlx481.jpg ! alt :  ! title : Sữa KUN Cam 180mlx481 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Cam-180mlx482.jpg ! alt :  ! title : Sữa KUN Cam 180mlx482 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Cam-180mlx483.jpg ! alt :  ! title : Sữa KUN Cam 180mlx483 ! desc :  ! caption : ",simple,,Uncategorized,"Sữa KUN Cam 180mlx48",,,,,,,,,
"Sữa KUN Nho 180mlx48",7249,,SKHN,,310000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-nho-180mlx481.jpg ! alt :  ! title : Sữa KUN nho 180mlx481 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-nho-180mlx482.jpg ! alt :  ! title : Sữa KUN nho 180mlx482 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-nho-180mlx48.jpg ! alt :  ! title : Sữa KUN nho 180mlx48 ! desc :  ! caption : ",simple,,Uncategorized,"Sữa KUN Nho 180mlx48",,,,,,,,,
"Sữa KUN Trái Cây 180mlx48",7254,,SKTC,,310000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-trai-cay-180mlx484.jpg ! alt :  ! title : Sữa KUN trái cây 180mlx484 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-trai-cay-180mlx48-1.jpg ! alt :  ! title : Sữa KUN trái cây 180mlx48 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-trai-cay-180mlx481-1.jpg ! alt :  ! title : Sữa KUN trái cây 180mlx481 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-trai-cay-180mlx482-1.jpg ! alt :  ! title : Sữa KUN trái cây 180mlx482 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-trai-cay-180mlx483-1.jpg ! alt :  ! title : Sữa KUN trái cây 180mlx483 ! desc :  ! caption : ",simple,,Uncategorized,"Sữa KUN Trái Cây 180mlx48",,,,,,,,,
"Sữa KUN Túi Nho 110mlx24",7265,,SKTN,,104000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-tui-vi-nho-110ml.jpg ! alt :  ! title : Sữa KUN túi vị nho 110ml ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-tui-vi-nho-110ml2.jpg ! alt :  ! title : Sữa KUN túi vị nho 110ml2 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-tui-vi-nho-110ml1.jpg ! alt :  ! title : Sữa KUN túi vị nho 110ml1 ! desc :  ! caption : ",simple,featured,Uncategorized,"Sữa KUN Túi Nho 110mlx24",,,,,,,,,
"Sữa KUN Túi Kem Dâu 110mlx24",7269,,SKTD,,104000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Kem-Dau-110mlx242.jpg ! alt :  ! title : Sữa KUN Túi Kem Dâu 110mlx242 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Kem-Dau-110mlx24.jpg ! alt :  ! title : Sữa KUN Túi Kem Dâu 110mlx24 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Kem-Dau-110mlx241.jpg ! alt :  ! title : Sữa KUN Túi Kem Dâu 110mlx241 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Kem-Dau-110mlx241.webp ! alt :  ! title : Sữa KUN Túi Kem Dâu 110mlx241 ! desc :  ! caption : ",simple,featured,Uncategorized,"Sữa KUN Túi Dâu 110mlx24",,,,,,,,,
"Sữa KUN Túi Cam 110mlx24",7345,,SKTD-1,,104000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Cam-110mlx24.jpg ! alt :  ! title : Sữa KUN Túi Cam 110mlx24 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Cam-110mlx244.jpg ! alt :  ! title : Sữa KUN Túi Cam 110mlx244 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Cam-110mlx242.jpeg ! alt :  ! title : Sữa KUN Túi Cam 110mlx242 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-Cam-110mlx241.jpg ! alt :  ! title : Sữa KUN Túi Cam 110mlx241 ! desc :  ! caption : ",simple,featured,Uncategorized,"Sữa KUN Túi Cam 110mlx24",,,,,,,,,
"Sữa KUN Túi Socola Lúa Mạch 110mlx24",7350,,SKTS,,104000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-socola-110mlx24.jpg ! alt :  ! title : Sữa KUN Túi socola 110mlx24 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-socola-110mlx243.jpg ! alt :  ! title : Sữa KUN Túi socola 110mlx243 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-socola-110mlx242.jpg ! alt :  ! title : Sữa KUN Túi socola 110mlx242 ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/Sua-KUN-Tui-socola-110mlx241.jpg ! alt :  ! title : Sữa KUN Túi socola 110mlx241 ! desc :  ! caption : ",simple,featured,Uncategorized,"Sữa KUN Túi Socola Lúa Mạch 110mlx24",,,,,,,,,
"Thùng Trà Trái Cây Boncha Mật Ong Việt Quốc 450ml",7486,,305000006,,190000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/z4498759055771_293f4346ed49da0f5bc9f309940ff426-1-1.jpg ! alt :  ! title : z4498759055771_293f4346ed49da0f5bc9f309940ff426 (1) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/z4498759053377_0cf4effd1901be940ebb90f1635706b6.jpg ! alt :  ! title : z4498759053377_0cf4effd1901be940ebb90f1635706b6 ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Trà Trái Cây Boncha Mật Ong Vị Tắc 450ml",,,,,,,,,
"Thùng Trà Trái Cây Boncha Mật Ong Vị Chanh 450ml",7487,,305000013,,190000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/z4498759061371_cc4d48c3df8a0b211525675d645346dc-1.jpg ! alt :  ! title : z4498759061371_cc4d48c3df8a0b211525675d645346dc (1) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/z4498759052796_d5cfe1d6c321727562e514e63419114c.jpg ! alt :  ! title : z4498759052796_d5cfe1d6c321727562e514e63419114c ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Trà Trái Cây Boncha Mật Ong Vị Chanh 450ml",,,,,,,,,
"Thùng Nước Joco Vải Thạch Dừa 450ML",7504,,306000002,,195000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/z4498759060712_9662a5544536cbf36b1de90e7b881cb9-1.jpg ! alt :  ! title : z4498759060712_9662a5544536cbf36b1de90e7b881cb9 (1) ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Nước Joco Vải Thạch Dừa 450ML",,,,,,,,,
"Thùng Nước Joco Nho Thạch Dừa 450ML",7510,,306000003,,195000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/images-1-1.jpg ! alt :  ! title : images (1) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-11.jpg ! alt :  ! title : download ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Nước Joco Nho Thạch Dừa 450ML",,,,,,,,,
"Thùng Nước Joco-Chanh Dây 450ML",7514,,306000000,,195000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/images-4.jpg ! alt :  ! title : images ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-11.jpg ! alt :  ! title : download ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Nước Joco-Chanh Dây 450ML",,,,,,,,,
"Thùng Nước Tăng Lực ABBEN Vị Việt Quất 330ml",7517,,307000019,,180000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/download-3-1.jpg ! alt :  ! title : download (3) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-4-1.jpg ! alt :  ! title : download (4) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-5-1.jpg ! alt :  ! title : download (5) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/z4498767531589_3630125300967ed07d50be0cd77ffe47.jpg ! alt :  ! title : z4498767531589_3630125300967ed07d50be0cd77ffe47 ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Nước Tăng Lực ABBEN Vị Việt Quất 330ml",,,,,,,,,
"Thùng Nước Tăng Lực ABBEN Vị Nguyên bản 330ml",7524,,307000015,,180000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/z4498767605319_fd18ed7d9d88da03c1fba9151806b24e.jpg ! alt :  ! title : z4498767605319_fd18ed7d9d88da03c1fba9151806b24e ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-2-1.jpg ! alt :  ! title : download (2) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-4-2.jpg ! alt :  ! title : download (4) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-5-2.jpg ! alt :  ! title : download (5) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/z4498767627085_1c163402a5619dfd5a4b671bb31a3cc8.jpg ! alt :  ! title : z4498767627085_1c163402a5619dfd5a4b671bb31a3cc8 ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Nước Tăng Lực ABBEN Vị Nguyên bản 330ml",,,,,,,,,
"Thùng Nước Tăng Lực ABBEN Vị Dâu Tây 330ml",7525,,307000016,,180000,,,instock,"https://minhkhue.vn/wp-content/uploads/2023/07/z4498767587345_ab2d7fa07b0da480c3cf91f5affbf2fd.jpg ! alt :  ! title : z4498767587345_ab2d7fa07b0da480c3cf91f5affbf2fd ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-4-1.jpg ! alt :  ! title : download (4) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/download-5-1.jpg ! alt :  ! title : download (5) ! desc :  ! caption :  | https://minhkhue.vn/wp-content/uploads/2023/07/z4498767513487_02a14d17ed67b5e7c5657601115611b9-Copy.jpg ! alt :  ! title : z4498767513487_02a14d17ed67b5e7c5657601115611b9 - Copy ! desc :  ! caption : ",simple,,Uncategorized,"Thùng Nước Tăng Lực ABBEN Vị Dâu Tây 330ml",,,,,,,,,
